area,year,inside,out_in,outside
奈良県 上牧町,2015年度,"2,167","3,274","3,005"
奈良県 王寺町,2015年度,"2,232","3,416","4,485"
奈良県 広陵町,2015年度,"4,425","6,401","4,170"
奈良県 河合町,2015年度,"1,757","2,733","2,403"
奈良県 吉野町,2015年度,"1,864","1,243",156
奈良県 大淀町,2015年度,"3,275","3,776",641
奈良県 下市町,2015年度,"1,198","1,223",156
奈良県 黒滝村,2015年度,172,96,8
奈良県 天川村,2015年度,577,78,6
奈良県 野迫川村,2015年度,185,9,6
奈良県 十津川村,2015年度,"1,376",9,18
奈良県 下北山村,2015年度,339,22,24
奈良県 上北山村,2015年度,230,17,5
奈良県 川上村,2015年度,340,133,12
奈良県 東吉野村,2015年度,452,225,25
和歌山県 和歌山市,2015年度,"135,834","11,185","10,120"
和歌山県 海南市,2015年度,"14,340","8,560",663
和歌山県 橋本市,2015年度,"15,936","3,218","10,031"
和歌山県 有田市,2015年度,"8,721","4,312",196
和歌山県 御坊市,2015年度,"8,207","2,901",90
和歌山県 田辺市,2015年度,"28,750","5,849",234
和歌山県 新宮市,2015年度,"10,043","1,169","1,000"
和歌山県 紀の川市,2015年度,"17,471","11,394","1,840"
和歌山県 岩出市,2015年度,"9,368","12,239","3,002"
和歌山県 紀美野町,2015年度,"2,394","1,856",56
和歌山県 かつらぎ町,2015年度,"5,148","2,640",663
和歌山県 九度山町,2015年度,986,762,308
和歌山県 高野町,2015年度,"1,561",98,61
和歌山県 湯浅町,2015年度,"3,410","2,247",58
和歌山県 広川町,2015年度,"1,838","1,423",44
和歌山県 有田川町,2015年度,"9,739","3,836",129
和歌山県 美浜町,2015年度,"1,289","1,961",33
和歌山県 日高町,2015年度,"1,427","2,185",34
和歌山県 由良町,2015年度,"1,566","1,164",22
和歌山県 印南町,2015年度,"2,712","1,412",16
和歌山県 みなべ町,2015年度,"5,561","1,664",20
和歌山県 日高川町,2015年度,"3,009","1,920",31
和歌山県 白浜町,2015年度,"6,684","2,970",43
和歌山県 上富田町,2015年度,"3,166","3,920",33
和歌山県 すさみ町,2015年度,"1,262",420,3
和歌山県 那智勝浦町,2015年度,"4,648","1,905",209
和歌山県 太地町,2015年度,668,604,34
和歌山県 古座川町,2015年度,615,412,6
和歌山県 北山村,2015年度,141,3,29
和歌山県 串本町,2015年度,"5,674",970,47
鳥取県 鳥取市,2015年度,"85,220","4,728",789
鳥取県 米子市,2015年度,"56,053","9,123","4,364"
鳥取県 倉吉市,2015年度,"18,804","4,633",318
鳥取県 境港市,2015年度,"10,611","4,354","1,294"
鳥取県 岩美町,2015年度,"2,853","2,406",183
鳥取県 若桜町,2015年度,898,617,9
鳥取県 智頭町,2015年度,"2,165","1,070",131
鳥取県 八頭町,2015年度,"4,193","4,610",55
鳥取県 三朝町,2015年度,"1,616","1,597",60
鳥取県 湯梨浜町,2015年度,"3,794","4,664",73
鳥取県 琴浦町,2015年度,"6,068","2,847",81
鳥取県 北栄町,2015年度,"3,984","3,885",58
鳥取県 日吉津村,2015年度,535,"1,158",80
鳥取県 大山町,2015年度,"5,066","3,483",212
鳥取県 南部町,2015年度,"2,452","2,676",373
鳥取県 伯耆町,2015年度,"2,689","2,869",222
鳥取県 日南町,2015年度,"2,027",319,74
鳥取県 日野町,2015年度,"1,039",525,34
鳥取県 江府町,2015年度,"1,033",597,31
島根県 松江市,2015年度,"87,095","7,156","3,280"
島根県 浜田市,2015年度,"25,664","2,112",213
島根県 出雲市,2015年度,"75,318","9,323",580
島根県 益田市,2015年度,"20,904","1,498",343
島根県 大田市,2015年度,"14,435","1,905",68
島根県 安来市,2015年度,"14,293","3,036","2,535"
島根県 江津市,2015年度,"8,459","2,715",56
島根県 雲南市,2015年度,"14,251","5,508",147
島根県 奥出雲町,2015年度,"5,921",908,56
島根県 飯南町,2015年度,"2,323",233,96
島根県 川本町,2015年度,"1,282",360,10
島根県 美郷町,2015年度,"1,637",556,92
島根県 邑南町,2015年度,"4,919",443,346
島根県 津和野町,2015年度,"2,946",736,167
島根県 吉賀町,2015年度,"2,970",160,144
島根県 海士町,2015年度,"1,079",46,2
島根県 西ノ島町,2015年度,"1,388",46,7
島根県 知夫村,2015年度,238,12,2
島根県 隠岐の島町,2015年度,"6,759",41,37
岡山県 岡山市,2015年度,"201,895","119,526","4,759"
岡山県 岡山市 北区,2015年度,"106,184","29,946","2,406"
岡山県 岡山市 中区,2015年度,"30,063","34,117",925
岡山県 岡山市 東区,2015年度,"22,184","21,593",490
岡山県 岡山市 南区,2015年度,"43,464","33,870",938
岡山県 倉敷市,2015年度,"164,467","39,118","3,525"
岡山県 津山市,2015年度,"38,306","9,056",338
岡山県 玉野市,2015年度,"17,149","8,041",645
岡山県 笠岡市,2015年度,"11,570","5,496","4,590"
岡山県 井原市,2015年度,"12,010","3,549","3,308"
岡山県 総社市,2015年度,"15,982","13,784",302
岡山県 高梁市,2015年度,"12,357","2,109",81
岡山県 新見市,2015年度,"12,621","1,116",479
岡山県 備前市,2015年度,"10,002","4,718",729
岡山県 瀬戸内市,2015年度,"9,055","7,898",192
岡山県 赤磐市,2015年度,"9,844","10,459",235
岡山県 真庭市,2015年度,"19,598","2,823",221
岡山県 美作市,2015年度,"9,657","3,545",370
岡山県 浅口市,2015年度,"5,890","7,862",973
岡山県 和気町,2015年度,"3,240","3,084",98
岡山県 早島町,2015年度,"1,538","3,845",84
岡山県 里庄町,2015年度,"1,604","2,843",642
岡山県 矢掛町,2015年度,"3,474","2,913",253
岡山県 新庄村,2015年度,305,127,15
岡山県 鏡野町,2015年度,"3,570","2,647",28
岡山県 勝央町,2015年度,"2,805","2,641",42
岡山県 奈義町,2015年度,"1,945","1,208",31
岡山県 西粟倉村,2015年度,451,224,64
岡山県 久米南町,2015年度,"1,383","1,017",8
岡山県 美咲町,2015年度,"3,643","3,289",43
岡山県 吉備中央町,2015年度,"4,566","1,565",25
広島県 広島市,2015年度,"271,570","272,827","6,682"
広島県 広島市 中区,2015年度,"42,269","18,557",580
広島県 広島市 東区,2015年度,"20,247","33,654",816
広島県 広島市 南区,2015年度,"36,545","30,029",744
広島県 広島市 西区,2015年度,"42,976","45,884","1,226"
広島県 広島市 安佐南区,2015年度,"53,696","55,699","1,462"
広島県 広島市 安佐北区,2015年度,"34,872","30,724",528
広島県 広島市 安芸区,2015年度,"13,788","22,974",333
広島県 広島市 佐伯区,2015年度,"27,177","35,306",993
広島県 呉市,2015年度,"85,791","16,048",586
広島県 竹原市,2015年度,"8,100","3,545",54
広島県 三原市,2015年度,"34,746","8,139",353
広島県 尾道市,2015年度,"51,196","10,964",979
広島県 福山市,2015年度,"182,051","16,186","9,485"
広島県 府中市,2015年度,"12,728","5,699",166
広島県 三次市,2015年度,"21,986","3,375",129
広島県 庄原市,2015年度,"15,667","2,194",130
広島県 大竹市,2015年度,"7,458","2,570","2,265"
広島県 東広島市,2015年度,"68,458","19,399",554
広島県 廿日市市,2015年度,"29,479","22,989","1,549"
広島県 安芸高田市,2015年度,"11,368","3,096",38
広島県 江田島市,2015年度,"8,974","2,293",39
広島県 府中町,2015年度,"9,264","14,501",257
広島県 海田町,2015年度,"5,123","8,658",113
広島県 熊野町,2015年度,"4,531","6,270",65
広島県 坂町,2015年度,"2,188","3,450",43
広島県 安芸太田町,2015年度,"2,357",541,10
広島県 北広島町,2015年度,"8,472","1,351",101
広島県 大崎上島町,2015年度,"3,340",234,13
広島県 世羅町,2015年度,"6,383","2,085",27
広島県 神石高原町,2015年度,"3,734",963,32
山口県 下関市,2015年度,"110,065","4,758","6,601"
山口県 宇部市,2015年度,"61,081","13,655",598
山口県 山口市,2015年度,"75,217","14,960",924
山口県 萩市,2015年度,"21,429","2,249",724
山口県 防府市,2015年度,"43,465","10,488",400
山口県 下松市,2015年度,"14,936","10,067",213
山口県 岩国市,2015年度,"49,399","4,492","5,334"
山口県 光市,2015年度,"13,196","8,579",198
山口県 長門市,2015年度,"14,823","2,195",205
山口県 柳井市,2015年度,"9,306","4,863",256
山口県 美祢市,2015年度,"9,738","3,135",61
山口県 周南市,2015年度,"52,164","12,092",625
山口県 山陽小野田市,2015年度,"17,371","10,153",313
山口県 周防大島町,2015年度,"5,726","1,088",78
山口県 和木町,2015年度,941,942,929
山口県 上関町,2015年度,871,342,8
山口県 田布施町,2015年度,"2,806","4,038",82
山口県 平生町,2015年度,"2,307","3,054",67
山口県 阿武町,2015年度,"1,077",541,26
徳島県 徳島市,2015年度,"90,740","19,720","1,299"
徳島県 鳴門市,2015年度,"16,746","8,859",690
徳島県 小松島市,2015年度,"9,242","8,305",144
徳島県 阿南市,2015年度,"25,041","7,284",224
徳島県 吉野川市,2015年度,"9,837","7,542",339
徳島県 阿波市,2015年度,"10,367","6,678",381
徳島県 美馬市,2015年度,"8,590","3,777",516
徳島県 三好市,2015年度,"8,862","1,436","1,072"
徳島県 勝浦町,2015年度,"1,740","1,026",4
徳島県 上勝町,2015年度,718,112,4
徳島県 佐那河内村,2015年度,842,501,2
徳島県 石井町,2015年度,"4,925","6,336",165
徳島県 神山町,2015年度,"1,870",775,16
徳島県 那賀町,2015年度,"3,061",697,6
徳島県 牟岐町,2015年度,"1,289",515,23
徳島県 美波町,2015年度,"2,085",791,20
徳島県 海陽町,2015年度,"3,484",548,145
徳島県 松茂町,2015年度,"3,296","3,768",139
徳島県 北島町,2015年度,"3,474","6,404",180
徳島県 藍住町,2015年度,"6,428","9,210",290
徳島県 板野町,2015年度,"2,573","3,143",114
徳島県 上板町,2015年度,"2,208","3,010",73
徳島県 つるぎ町,2015年度,"2,322","1,279",106
徳島県 東みよし町,2015年度,"3,899","2,542",482
香川県 高松市,2015年度,"164,550","19,652","2,584"
香川県 丸亀市,2015年度,"27,400","21,264",710
香川県 坂出市,2015年度,"13,816","9,155",374
香川県 善通寺市,2015年度,"7,619","7,222",177
香川県 観音寺市,2015年度,"20,899","6,423","1,247"
香川県 さぬき市,2015年度,"13,130","9,532",302
香川県 東かがわ市,2015年度,"10,605","3,351",404
香川県 三豊市,2015年度,"19,261","11,544",519
香川県 土庄町,2015年度,"5,470","1,157",66
香川県 小豆島町,2015年度,"5,572","1,005",39
香川県 三木町,2015年度,"5,213","7,540",159
香川県 直島町,2015年度,"1,567",11,42
香川県 宇多津町,2015年度,"2,862","5,595",146
香川県 綾川町,2015年度,"4,926","6,052",122
香川県 琴平町,2015年度,"2,038","2,281",46
香川県 多度津町,2015年度,"4,486","5,973",144
香川県 まんのう町,2015年度,"4,012","4,617",86
愛媛県 松山市,2015年度,"196,791","21,810","1,791"
愛媛県 今治市,2015年度,"65,673","4,153",622
愛媛県 宇和島市,2015年度,"33,161","2,343",178
愛媛県 八幡浜市,2015年度,"14,008","2,766",76
愛媛県 新居浜市,2015年度,"45,781","6,340",441
愛媛県 西条市,2015年度,"40,262","9,135",388
愛媛県 大洲市,2015年度,"16,934","3,419",71
愛媛県 伊予市,2015年度,"10,113","7,744",112
愛媛県 四国中央市,2015年度,"36,163","2,234","1,767"
愛媛県 西予市,2015年度,"14,721","3,150",83
愛媛県 東温市,2015年度,"8,990","6,648",136
愛媛県 上島町,2015年度,"2,256",54,575
愛媛県 久万高原町,2015年度,"3,620",304,18
愛媛県 松前町,2015年度,"6,069","7,488",114
愛媛県 砥部町,2015年度,"4,536","5,665",53
愛媛県 内子町,2015年度,"5,978","2,239",21
愛媛県 伊方町,2015年度,"4,005",721,9
愛媛県 松野町,2015年度,"1,130",648,29
愛媛県 鬼北町,2015年度,"3,420","1,339",43
愛媛県 愛南町,2015年度,"8,289",589,584
高知県 高知市,2015年度,"117,974","17,063","1,031"
高知県 室戸市,2015年度,"4,797",607,75
高知県 安芸市,2015年度,"6,603","1,770",26
高知県 南国市,2015年度,"11,643","10,039",100
高知県 土佐市,2015年度,"7,712","4,476",52
高知県 須崎市,2015年度,"8,133","1,808",21
高知県 宿毛市,2015年度,"7,737","1,612",282
高知県 土佐清水市,2015年度,"4,779",566,124
高知県 四万十市,2015年度,"13,248","2,160",212
高知県 香南市,2015年度,"8,602","6,877",97
高知県 香美市,2015年度,"7,538","4,652",76
高知県 東洋町,2015年度,702,84,185
高知県 奈半利町,2015年度,868,502,7
高知県 田野町,2015年度,775,493,4
高知県 安田町,2015年度,865,460,1
高知県 北川村,2015年度,432,237,5
高知県 馬路村,2015年度,383,31,0
高知県 芸西村,2015年度,"1,330",616,8
高知県 本山町,2015年度,"1,220",510,23
高知県 大豊町,2015年度,"1,659",365,22
高知県 土佐町,2015年度,"1,535",416,5
高知県 大川村,2015年度,154,26,0
高知県 いの町,2015年度,"4,967","5,279",63
高知県 仁淀川町,2015年度,"1,839",288,12
高知県 中土佐町,2015年度,"2,065",881,63
高知県 佐川町,2015年度,"3,384","2,670",21
高知県 越知町,2015年度,"1,675",924,11
高知県 檮原町,2015年度,"1,681",122,41
高知県 日高村,2015年度,"1,027","1,167",7
高知県 津野町,2015年度,"1,894",839,11
高知県 四万十町,2015年度,"8,260",694,33
高知県 大月町,2015年度,"1,569",579,61
高知県 三原村,2015年度,420,244,7
高知県 黒潮町,2015年度,"3,505","1,644",62
福岡県 北九州市,2015年度,"237,630","157,947","6,387"
福岡県 北九州市 門司区,2015年度,"26,284","13,250","1,631"
福岡県 北九州市 若松区,2015年度,"19,431","15,013",350
福岡県 北九州市 戸畑区,2015年度,"13,148","11,827",308
福岡県 北九州市 小倉北区,2015年度,"53,117","21,332","1,354"
福岡県 北九州市 小倉南区,2015年度,"50,959","37,794","1,415"
福岡県 北九州市 八幡東区,2015年度,"13,583","14,357",281
福岡県 北九州市 八幡西区,2015年度,"61,108","44,374","1,048"
福岡県 福岡市,2015年度,"308,041","303,405","10,595"
福岡県 福岡市 東区,2015年度,"63,615","57,454","1,839"
福岡県 福岡市 博多区,2015年度,"60,801","32,155","1,355"
福岡県 福岡市 中央区,2015年度,"45,441","30,223","1,368"
福岡県 福岡市 南区,2015年度,"43,252","59,276","1,871"
福岡県 福岡市 西区,2015年度,"38,011","43,515","1,627"
福岡県 福岡市 城南区,2015年度,"19,081","32,394",851
福岡県 福岡市 早良区,2015年度,"37,840","48,388","1,684"
福岡県 大牟田市,2015年度,"35,230","6,089","4,994"
福岡県 久留米市,2015年度,"95,895","28,872","11,414"
福岡県 直方市,2015年度,"12,459","10,640",112
福岡県 飯塚市,2015年度,"37,349","15,970",382
福岡県 田川市,2015年度,"11,415","7,177",95
福岡県 柳川市,2015年度,"18,122","11,046","1,505"
福岡県 八女市,2015年度,"23,166","8,163",628
福岡県 筑後市,2015年度,"10,525","10,760",993
福岡県 大川市,2015年度,"9,313","4,538","2,064"
福岡県 行橋市,2015年度,"15,628","13,697",498
福岡県 豊前市,2015年度,"6,982","2,434","1,845"
福岡県 中間市,2015年度,"5,680","10,961",96
福岡県 小郡市,2015年度,"8,779","12,967","3,794"
福岡県 筑紫野市,2015年度,"16,835","25,248","3,002"
福岡県 春日市,2015年度,"15,569","32,177","1,300"
福岡県 大野城市,2015年度,"13,721","28,403","1,231"
福岡県 宗像市,2015年度,"18,772","22,508",502
福岡県 太宰府市,2015年度,"8,890","19,407","1,141"
福岡県 古賀市,2015年度,"11,706","14,380",324
福岡県 福津市,2015年度,"9,357","15,001",249
福岡県 うきは市,2015年度,"9,063","4,855",629
福岡県 宮若市,2015年度,"6,771","5,123",75
福岡県 嘉麻市,2015年度,"7,572","7,487",90
福岡県 朝倉市,2015年度,"17,472","6,845",796
福岡県 みやま市,2015年度,"9,566","7,848",812
福岡県 糸島市,2015年度,"23,817","19,609","1,174"
福岡県 那珂川市,2015年度,"8,450","13,256",497
福岡県 宇美町,2015年度,"6,408","10,402",275
福岡県 篠栗町,2015年度,"4,814","8,866",151
福岡県 志免町,2015年度,"7,083","13,102",261
福岡県 須恵町,2015年度,"4,225","8,010",137
福岡県 新宮町,2015年度,"4,225","8,914",267
福岡県 久山町,2015年度,"1,488","2,283",39
福岡県 粕屋町,2015年度,"7,356","14,732",237
福岡県 芦屋町,2015年度,"2,858","3,381",60
